,畢業滿_年,工作職業類型
11881,3,金融財務類
11882,5,
11883,3,金融財務類
11884,3,金融財務類
11885,3,製造業
11886,3,金融財務類
11887,5,
11888,5,
11889,3,製造業
11890,3,金融財務類
11891,5,
11892,1,金融財務類
11893,3,行銷與銷售類
11894,5,
11895,3,金融財務類
11896,5,
11897,5,
11898,3,金融財務類
11899,5,
11900,3,行銷與銷售類
11901,3,金融財務類
11902,5,
11903,3,金融財務類
11904,3,金融財務類
11905,5,
11906,3,休閒與觀光旅遊類
11907,5,
11908,5,
11909,3,金融財務類
11910,3,行銷與銷售類
11911,5,
11912,3,金融財務類
11913,5,
11914,5,
11915,3,政府公共事務類
11916,5,
11917,5,
11918,3,行銷與銷售類
11919,1,行銷與銷售類
11920,3,
11921,5,
11922,3,企業經營管理類
11923,5,
11924,3,行銷與銷售類
11925,1,金融財務類
11926,5,
11927,3,休閒與觀光旅遊類
11928,1,行銷與銷售類
11929,5,
11930,1,醫療保健類
11931,5,
11932,1,金融財務類
11933,3,個人及社會服務類
11934,5,
11935,3,行銷與銷售類
11936,5,
11937,5,
11938,3,個人及社會服務類
11939,5,
11940,1,行銷與銷售類
11941,5,
11942,5,
11943,1,金融財務類
11944,3,金融財務類
11945,5,
11946,1,金融財務類
11947,3,行銷與銷售類
11948,5,
11949,1,行銷與銷售類
11950,1,行銷與銷售類
11951,3,企業經營管理類
11952,5,
11953,5,
11954,5,
11955,5,
11956,1,醫療保健類
11957,3,醫療保健類
11958,1,金融財務類
11959,5,
11960,3,
11961,5,
11962,3,行銷與銷售類
11963,5,
11964,3,教育與訓練類
11965,3,金融財務類
11966,5,
11967,3,行銷與銷售類
11968,5,
11969,3,資訊科技類
11970,1,行銷與銷售類
11971,3,行銷與銷售類
11972,5,
11973,3,科學、技術、工程、數學類
11974,1,
11975,3,金融財務類
11976,3,行銷與銷售類
11977,3,政府公共事務類
11978,1,政府公共事務類
11979,5,
11980,3,行銷與銷售類
11981,5,
11982,1,
11983,5,
11984,1,行銷與銷售類
11985,5,
11986,3,行銷與銷售類
11987,3,行銷與銷售類
11988,5,
11989,1,醫療保健類
11990,1,行銷與銷售類
11991,3,金融財務類
11992,1,
11993,3,行銷與銷售類
11994,1,製造業
11995,3,行銷與銷售類
11996,1,金融財務類
11997,1,金融財務類
11998,3,金融財務類
11999,1,政府公共事務類
12000,5,
12001,3,政府公共事務類
12002,1,行銷與銷售類
12003,3,資訊科技類
12004,3,行銷與銷售類
12005,1,行銷與銷售類
12006,1,行銷與銷售類
12007,1,
12008,3,科學、技術、工程、數學類
12009,3,行銷與銷售類
12010,1,行銷與銷售類
12011,3,企業經營管理類
12012,1,行銷與銷售類
12013,3,物流運輸類
12014,1,物流運輸類
12015,1,金融財務類
12016,3,金融財務類
12017,3,醫療保健類
12018,1,金融財務類
12019,3,金融財務類
12020,1,行銷與銷售類
12021,3,行銷與銷售類
12022,3,建築營造業
12023,1,行銷與銷售類
12024,1,金融財務類
12025,3,金融財務類
12026,1,行銷與銷售類
12027,3,行銷與銷售類
12028,5,
12029,3,金融財務類
12030,3,企業經營管理類
12031,1,行銷與銷售類
12032,1,企業經營管理類
12033,3,金融財務類
12034,1,金融財務類
12035,5,
12036,3,建築營造業
12037,1,行銷與銷售類
12038,3,金融財務類
12039,1,
12040,3,金融財務類
12041,1,製造業
12042,1,個人及社會服務類
12043,3,藝文與影音傳播類
12044,5,
12045,5,
12046,3,行銷與銷售類
12047,3,金融財務類
12048,5,
12049,3,個人及社會服務類
12050,5,
12051,5,
12052,3,行銷與銷售類
12053,3,製造業
12054,3,資訊科技類
12055,5,
12056,3,金融財務類
12057,5,
12058,3,行銷與銷售類
12059,5,
12060,3,行銷與銷售類
12061,3,行銷與銷售類
12062,3,醫療保健類
12063,5,
12064,3,企業經營管理類
12065,5,
12066,5,
12067,3,金融財務類
12068,5,
12069,3,政府公共事務類
12070,5,
12071,3,個人及社會服務類
12072,3,金融財務類
12073,5,
12074,5,
12075,5,
12076,3,建築營造業
12077,5,
12078,3,
12079,5,
12080,3,天然資源、食品與農業類
12081,5,
12082,1,行銷與銷售類
12083,3,行銷與銷售類
12084,5,
12085,5,
12086,3,金融財務類
12087,5,
12088,3,資訊科技類
12089,5,
12090,3,企業經營管理類
12091,5,
12092,3,資訊科技類
12093,5,
12094,3,資訊科技類
12095,3,資訊科技類
12096,5,
12097,1,
12098,3,金融財務類
12099,3,物流運輸類
12100,5,
12101,5,
12102,3,行銷與銷售類
12103,5,
12104,3,
12105,3,金融財務類
12106,5,
12107,3,行銷與銷售類
12108,5,
12109,3,政府公共事務類
12110,5,
12111,3,
12112,5,
12113,5,
12114,3,醫療保健類
12115,5,
12116,1,資訊科技類
12117,3,資訊科技類
12118,1,資訊科技類
12119,3,
12120,5,
12121,1,資訊科技類
12122,5,
12123,3,資訊科技類
12124,3,資訊科技類
12125,1,資訊科技類
12126,5,
12127,1,政府公共事務類
12128,3,政府公共事務類
12129,1,資訊科技類
12130,1,金融財務類
12131,3,金融財務類
12132,5,
12133,1,企業經營管理類
12134,3,企業經營管理類
12135,1,金融財務類
12136,3,金融財務類
12137,1,
12138,3,政府公共事務類
12139,5,
12140,1,金融財務類
12141,1,企業經營管理類
12142,3,資訊科技類
12143,1,金融財務類
12144,1,
12145,3,
12146,3,科學、技術、工程、數學類
12147,1,企業經營管理類
12148,1,
12149,3,資訊科技類
12150,3,藝文與影音傳播類
12151,3,醫療保健類
12152,3,金融財務類
12153,5,
12154,1,金融財務類
12155,1,資訊科技類
12156,5,
12157,3,資訊科技類
12158,3,休閒與觀光旅遊類
12159,3,金融財務類
12160,3,教育與訓練類
12161,1,政府公共事務類
12162,1,金融財務類
12163,1,政府公共事務類
12164,1,金融財務類
12165,1,藝文與影音傳播類
12166,3,行銷與銷售類
12167,5,
12168,3,資訊科技類
12169,5,
12170,3,醫療保健類
12171,5,
12172,3,資訊科技類
12173,1,
12174,3,資訊科技類
12175,3,
12176,5,
12177,3,休閒與觀光旅遊類
12178,3,資訊科技類
12179,5,
12180,3,資訊科技類
12181,3,資訊科技類
12182,5,
12183,3,企業經營管理類
12184,3,資訊科技類
12185,3,金融財務類
12186,5,
12187,5,
12188,3,資訊科技類
12189,3,行銷與銷售類
12190,5,
12191,5,
12192,3,金融財務類
12193,3,政府公共事務類
12194,5,
12195,3,
12196,5,
12197,3,資訊科技類
12198,3,資訊科技類
12199,5,
12200,3,
12201,3,資訊科技類
12202,3,金融財務類
12203,5,
12204,3,金融財務類
12205,5,
12206,3,資訊科技類
12207,3,資訊科技類
12208,5,
12209,3,行銷與銷售類
12210,1,政府公共事務類
12211,5,
12212,3,資訊科技類
12213,3,資訊科技類
12214,5,
12215,1,行銷與銷售類
12216,3,物流運輸類
12217,5,
12218,3,資訊科技類
12219,5,
12220,3,行銷與銷售類
12221,3,金融財務類
12222,3,
12223,5,
12224,3,教育與訓練類
12225,1,政府公共事務類
12226,1,行銷與銷售類
12227,3,醫療保健類
12228,3,教育與訓練類
12229,3,製造業
12230,5,
12231,1,行銷與銷售類
12232,3,資訊科技類
12233,3,政府公共事務類
12234,5,
12235,5,
12236,3,教育與訓練類
12237,3,
12238,3,教育與訓練類
12239,3,司法、法律與公共安全類
12240,5,
12241,3,教育與訓練類
12242,5,
12243,3,休閒與觀光旅遊類
12244,3,
12245,3,教育與訓練類
12246,1,
12247,3,資訊科技類
12248,1,企業經營管理類
12249,1,教育與訓練類
12250,3,教育與訓練類
12251,3,科學、技術、工程、數學類
12252,3,科學、技術、工程、數學類
12253,3,資訊科技類
12254,3,行銷與銷售類
12255,3,金融財務類
12256,5,
12257,3,個人及社會服務類
12258,3,教育與訓練類
12259,5,
12260,3,金融財務類
12261,5,
12262,5,
12263,3,藝文與影音傳播類
12264,3,金融財務類
12265,3,休閒與觀光旅遊類
12266,5,
12267,3,行銷與銷售類
12268,1,金融財務類
12269,3,金融財務類
12270,1,
12271,3,科學、技術、工程、數學類
12272,3,金融財務類
12273,3,金融財務類
12274,1,金融財務類
12275,1,金融財務類
12276,3,金融財務類
12277,1,
12278,1,金融財務類
12279,1,金融財務類
12280,1,金融財務類
12281,3,休閒與觀光旅遊類
12282,3,企業經營管理類
12283,1,金融財務類
12284,3,金融財務類
12285,1,
12286,3,金融財務類
12287,3,金融財務類
12288,1,金融財務類
12289,3,金融財務類
12290,3,
12291,1,天然資源、食品與農業類
12292,3,行銷與銷售類
12293,3,天然資源、食品與農業類
12294,1,
12295,3,藝文與影音傳播類
12296,1,行銷與銷售類
12297,1,
12298,3,金融財務類
12299,1,金融財務類
12300,1,金融財務類
12301,3,醫療保健類
12302,5,
12303,3,金融財務類
12304,1,金融財務類
12305,3,金融財務類
12306,1,金融財務類
12307,5,
12308,1,金融財務類
12309,3,金融財務類
12310,1,金融財務類
12311,5,
12312,1,金融財務類
12313,1,
12314,3,金融財務類
12315,1,金融財務類
12316,5,
12317,3,金融財務類
12318,5,
12319,3,金融財務類
12320,1,金融財務類
12321,5,
12322,1,
12323,1,個人及社會服務類
12324,3,
12325,1,
12326,1,行銷與銷售類
12327,3,金融財務類
12328,5,
12329,1,金融財務類
12330,3,金融財務類
12331,1,金融財務類
12332,3,企業經營管理類
12333,5,
12334,1,金融財務類
12335,3,製造業
12336,1,金融財務類
12337,1,金融財務類
12338,3,資訊科技類
12339,1,金融財務類
12340,1,金融財務類
12341,1,製造業
12342,3,
12343,3,金融財務類
12344,1,金融財務類
12345,3,企業經營管理類
12346,5,
12347,1,金融財務類
12348,5,
12349,1,金融財務類
12350,3,金融財務類
12351,1,金融財務類
12352,3,金融財務類
12353,1,
12354,3,企業經營管理類
12355,5,
12356,1,行銷與銷售類
12357,5,
12358,1,金融財務類
12359,3,企業經營管理類
12360,5,
12361,1,金融財務類
12362,3,金融財務類
12363,1,金融財務類
12364,1,建築營造業
12365,1,行銷與銷售類
12366,3,行銷與銷售類
12367,1,教育與訓練類
12368,3,科學、技術、工程、數學類
12369,1,
12370,1,金融財務類
12371,1,物流運輸類
12372,3,行銷與銷售類
12373,1,
12374,1,
12375,3,
12376,1,金融財務類
12377,1,金融財務類
12378,1,
12379,1,金融財務類
12380,1,金融財務類
12381,1,物流運輸類
12382,5,
12383,3,金融財務類
12384,5,
12385,3,企業經營管理類
12386,1,金融財務類
12387,1,金融財務類
12388,5,
12389,3,
12390,1,
12391,5,
12392,5,
12393,3,金融財務類
12394,1,金融財務類
12395,1,
12396,5,
12397,1,金融財務類
12398,5,
12399,1,金融財務類
12400,3,金融財務類
12401,5,
12402,3,金融財務類
12403,1,金融財務類
12404,5,
12405,1,金融財務類
12406,5,
12407,3,金融財務類
12408,5,
12409,5,
12410,1,金融財務類
12411,5,
12412,3,金融財務類
12413,5,
12414,3,教育與訓練類
12415,1,
12416,1,金融財務類
12417,5,
12418,3,醫療保健類
12419,5,
12420,1,金融財務類
12421,3,行銷與銷售類
12422,5,
12423,5,
12424,3,金融財務類
12425,1,
12426,1,企業經營管理類
12427,3,個人及社會服務類
12428,5,
12429,3,金融財務類
12430,5,
12431,1,金融財務類
12432,5,
12433,3,行銷與銷售類
12434,1,建築營造業
12435,5,
12436,1,休閒與觀光旅遊類
12437,5,
12438,3,休閒與觀光旅遊類
12439,5,
12440,1,
12441,3,司法、法律與公共安全類
12442,5,
12443,1,政府公共事務類
12444,1,
12445,5,
12446,1,金融財務類
12447,3,企業經營管理類
12448,5,
12449,5,
12450,1,資訊科技類
12451,5,
12452,3,教育與訓練類
12453,1,教育與訓練類
12454,1,金融財務類
12455,5,
12456,5,
12457,1,資訊科技類
12458,5,
12459,1,金融財務類
12460,5,
12461,3,金融財務類
12462,3,金融財務類
12463,1,金融財務類
12464,5,
12465,3,休閒與觀光旅遊類
12466,1,政府公共事務類
12467,5,
12468,5,
12469,3,金融財務類
12470,1,金融財務類
12471,3,
12472,1,金融財務類
12473,5,
12474,5,
12475,3,金融財務類
12476,1,金融財務類
12477,3,政府公共事務類
12478,5,
12479,1,個人及社會服務類
12480,5,
12481,5,
12482,3,金融財務類
12483,1,金融財務類
12484,1,
12485,3,金融財務類
12486,5,
12487,3,金融財務類
12488,1,金融財務類
12489,5,
12490,3,金融財務類
12491,5,
12492,1,行銷與銷售類
12493,1,金融財務類
12494,5,
12495,1,政府公共事務類
12496,3,金融財務類
12497,5,
12498,1,政府公共事務類
12499,5,
12500,3,休閒與觀光旅遊類
12501,1,金融財務類
12502,3,金融財務類
12503,5,
12504,5,
12505,1,金融財務類
12506,5,
12507,1,金融財務類
12508,5,
12509,3,金融財務類
12510,1,金融財務類
12511,5,
12512,3,
12513,1,金融財務類
12514,3,金融財務類
12515,5,
12516,5,
12517,3,金融財務類
12518,1,金融財務類
12519,3,金融財務類
12520,5,
12521,1,金融財務類
12522,3,金融財務類
12523,5,
12524,1,金融財務類
12525,5,
12526,1,金融財務類
12527,3,金融財務類
12528,3,金融財務類
12529,5,
12530,1,金融財務類
12531,5,
12532,3,金融財務類
12533,1,
12534,5,
12535,1,企業經營管理類
12536,3,金融財務類
12537,5,
12538,1,個人及社會服務類
12539,3,
12540,5,
12541,1,建築營造業
12542,5,
12543,3,科學、技術、工程、數學類
12544,1,製造業
12545,1,企業經營管理類
12546,1,休閒與觀光旅遊類
12547,1,金融財務類
12548,5,
12549,3,金融財務類
12550,5,
12551,1,行銷與銷售類
12552,5,
12553,3,企業經營管理類
12554,3,金融財務類
12555,1,金融財務類
12556,1,
12557,3,
12558,3,休閒與觀光旅遊類
12559,3,行銷與銷售類
12560,5,
12561,1,
12562,5,
12563,3,行銷與銷售類
12564,1,
12565,3,金融財務類
12566,3,
12567,3,資訊科技類
12568,5,
12569,3,物流運輸類
12570,1,物流運輸類
12571,1,行銷與銷售類
12572,1,建築營造業
12573,3,
12574,1,
12575,3,企業經營管理類
12576,1,行銷與銷售類
12577,5,
12578,3,金融財務類
12579,5,
12580,1,金融財務類
12581,1,資訊科技類
12582,3,行銷與銷售類
12583,1,行銷與銷售類
12584,5,
12585,5,
12586,3,行銷與銷售類
12587,1,
12588,1,金融財務類
12589,3,金融財務類
12590,1,金融財務類
12591,3,金融財務類
12592,3,
12593,1,企業經營管理類
12594,3,企業經營管理類
12595,1,行銷與銷售類
12596,1,行銷與銷售類
12597,1,資訊科技類
12598,3,
12599,1,休閒與觀光旅遊類
12600,5,
12601,1,金融財務類
12602,3,金融財務類
12603,5,
12604,3,企業經營管理類
12605,1,政府公共事務類
12606,3,企業經營管理類
12607,1,行銷與銷售類
12608,3,行銷與銷售類
12609,1,企業經營管理類
12610,3,金融財務類
12611,1,行銷與銷售類
12612,5,
12613,1,
12614,5,
12615,3,資訊科技類
12616,1,行銷與銷售類
12617,1,資訊科技類
12618,5,
12619,3,金融財務類
12620,1,金融財務類
12621,1,
12622,3,企業經營管理類
12623,1,行銷與銷售類
12624,1,行銷與銷售類
12625,1,物流運輸類
12626,5,
12627,3,企業經營管理類
12628,5,
12629,1,金融財務類
12630,3,物流運輸類
12631,3,企業經營管理類
12632,5,
12633,1,企業經營管理類
12634,1,行銷與銷售類
12635,3,行銷與銷售類
12636,1,企業經營管理類
12637,5,
12638,3,企業經營管理類
12639,1,金融財務類
12640,5,
12641,3,金融財務類
12642,5,
12643,1,金融財務類
12644,1,製造業
12645,3,企業經營管理類
12646,5,
12647,3,金融財務類
12648,1,行銷與銷售類
12649,5,
12650,1,
12651,3,金融財務類
12652,1,金融財務類
12653,1,休閒與觀光旅遊類
12654,3,個人及社會服務類
12655,3,個人及社會服務類
12656,3,教育與訓練類
12657,1,
12658,1,企業經營管理類
12659,3,個人及社會服務類
12660,1,製造業
12661,3,金融財務類
12662,1,資訊科技類
12663,1,物流運輸類
12664,3,金融財務類
12665,1,金融財務類
12666,1,行銷與銷售類
12667,1,
12668,3,金融財務類
12669,1,個人及社會服務類
12670,3,個人及社會服務類
12671,3,金融財務類
12672,1,行銷與銷售類
12673,3,個人及社會服務類
12674,1,藝文與影音傳播類
12675,3,企業經營管理類
12676,1,資訊科技類
12677,3,科學、技術、工程、數學類
12678,1,
12679,1,物流運輸類
12680,1,資訊科技類
12681,1,
12682,1,休閒與觀光旅遊類
12683,3,行銷與銷售類
12684,1,行銷與銷售類
12685,3,資訊科技類
12686,1,資訊科技類
12687,3,行銷與銷售類
12688,3,金融財務類
12689,1,
12690,3,行銷與銷售類
12691,1,
12692,1,金融財務類
12693,3,行銷與銷售類
12694,1,行銷與銷售類
12695,1,金融財務類
12696,1,天然資源、食品與農業類
12697,1,金融財務類
12698,5,
12699,5,
12700,1,司法、法律與公共安全類
12701,1,金融財務類
12702,1,政府公共事務類
12703,5,
12704,1,金融財務類
12705,3,企業經營管理類
12706,1,金融財務類
12707,1,金融財務類
12708,3,金融財務類
12709,1,行銷與銷售類
12710,3,企業經營管理類
12711,5,
12712,1,政府公共事務類
12713,1,天然資源、食品與農業類
12714,5,
12715,1,行銷與銷售類
12716,1,政府公共事務類
12717,3,休閒與觀光旅遊類
12718,3,政府公共事務類
12719,1,司法、法律與公共安全類
12720,1,司法、法律與公共安全類
12721,1,藝文與影音傳播類
12722,1,個人及社會服務類
12723,5,
12724,1,金融財務類
12725,1,科學、技術、工程、數學類
12726,3,金融財務類
12727,5,
12728,1,休閒與觀光旅遊類
12729,1,資訊科技類
12730,5,
12731,1,金融財務類
12732,1,建築營造業
12733,1,司法、法律與公共安全類
12734,5,
12735,3,政府公共事務類
12736,1,金融財務類
12737,1,
12738,3,行銷與銷售類
12739,5,
12740,1,個人及社會服務類
12741,1,
12742,3,金融財務類
12743,1,金融財務類
12744,3,個人及社會服務類
12745,5,
12746,1,行銷與銷售類
12747,1,個人及社會服務類
12748,5,
12749,3,資訊科技類
12750,5,
12751,1,資訊科技類
12752,1,科學、技術、工程、數學類
12753,1,金融財務類
12754,1,資訊科技類
12755,5,
12756,1,
12757,1,行銷與銷售類
12758,5,
12759,1,行銷與銷售類
12760,5,
12761,1,個人及社會服務類
12762,5,
12763,3,行銷與銷售類
12764,1,行銷與銷售類
12765,3,個人及社會服務類
12766,1,藝文與影音傳播類
12767,5,
12768,5,
12769,1,醫療保健類
12770,1,
12771,3,政府公共事務類
12772,5,
12773,3,行銷與銷售類
12774,5,
12775,1,天然資源、食品與農業類
12776,3,建築營造業
12777,1,個人及社會服務類
12778,5,
12779,5,
12780,3,金融財務類
12781,3,金融財務類
12782,1,行銷與銷售類
12783,1,企業經營管理類
12784,5,
12785,1,個人及社會服務類
12786,1,
12787,3,資訊科技類
12788,3,製造業
12789,1,行銷與銷售類
12790,5,
12791,1,行銷與銷售類
12792,5,
12793,1,行銷與銷售類
12794,3,行銷與銷售類
12795,1,行銷與銷售類
12796,1,行銷與銷售類
12797,3,資訊科技類
12798,3,資訊科技類
12799,5,
12800,1,天然資源、食品與農業類
12801,5,
12802,1,教育與訓練類
12803,3,資訊科技類
12804,1,教育與訓練類
12805,1,資訊科技類
12806,3,物流運輸類
12807,3,資訊科技類
12808,3,資訊科技類
12809,1,資訊科技類
12810,3,資訊科技類
12811,1,
12812,3,
12813,3,資訊科技類
12814,1,資訊科技類
12815,1,
12816,3,資訊科技類
12817,1,金融財務類
12818,3,金融財務類
12819,1,金融財務類
12820,3,金融財務類
12821,1,資訊科技類
12822,3,資訊科技類
12823,1,
12824,1,行銷與銷售類
12825,3,金融財務類
12826,1,金融財務類
12827,1,
12828,3,資訊科技類
12829,3,金融財務類
12830,1,金融財務類
12831,3,行銷與銷售類
12832,1,政府公共事務類
12833,3,教育與訓練類
12834,3,
12835,1,
12836,1,金融財務類
12837,3,金融財務類
12838,3,
12839,1,
12840,1,資訊科技類
12841,3,資訊科技類
12842,1,資訊科技類
12843,3,企業經營管理類
12844,3,金融財務類
12845,3,資訊科技類
12846,1,資訊科技類
12847,1,建築營造業
12848,3,休閒與觀光旅遊類
12849,1,資訊科技類
12850,1,企業經營管理類
12851,5,
12852,1,金融財務類
12853,3,資訊科技類
12854,3,金融財務類
12855,1,資訊科技類
12856,3,資訊科技類
12857,5,
12858,1,休閒與觀光旅遊類
12859,3,醫療保健類
12860,1,醫療保健類
12861,3,資訊科技類
12862,5,
12863,1,資訊科技類
12864,3,企業經營管理類
12865,1,醫療保健類
12866,1,資訊科技類
12867,3,資訊科技類
12868,1,個人及社會服務類
12869,5,
12870,3,資訊科技類
12871,1,資訊科技類
12872,5,
12873,1,資訊科技類
12874,5,
12875,1,醫療保健類
12876,3,資訊科技類
12877,1,資訊科技類
12878,3,司法、法律與公共安全類
12879,1,教育與訓練類
12880,5,
12881,3,資訊科技類
12882,1,資訊科技類
12883,3,資訊科技類
12884,1,政府公共事務類
12885,3,資訊科技類
12886,1,資訊科技類
12887,1,金融財務類
12888,3,金融財務類
12889,1,資訊科技類
12890,3,資訊科技類
12891,5,
12892,1,個人及社會服務類
12893,5,
12894,3,金融財務類
12895,1,金融財務類
12896,1,資訊科技類
12897,5,
12898,3,政府公共事務類
12899,1,金融財務類
12900,3,金融財務類
12901,5,
12902,3,政府公共事務類
12903,1,資訊科技類
12904,5,
12905,1,資訊科技類
12906,3,資訊科技類
12907,1,政府公共事務類
12908,1,政府公共事務類
12909,3,資訊科技類
12910,5,
12911,1,政府公共事務類
12912,3,科學、技術、工程、數學類
12913,5,
12914,3,資訊科技類
12915,5,
12916,1,資訊科技類
12917,5,
12918,3,資訊科技類
12919,3,行銷與銷售類
12920,1,行銷與銷售類
12921,1,教育與訓練類
12922,1,教育與訓練類
12923,1,行銷與銷售類
12924,3,行銷與銷售類
12925,5,
12926,1,休閒與觀光旅遊類
12927,1,政府公共事務類
12928,1,行銷與銷售類
12929,3,行銷與銷售類
12930,3,政府公共事務類
12931,1,
12932,1,政府公共事務類
12933,3,政府公共事務類
12934,5,
12935,3,行銷與銷售類
12936,1,政府公共事務類
12937,3,司法、法律與公共安全類
12938,1,企業經營管理類
12939,5,
12940,1,金融財務類
12941,1,企業經營管理類
12942,3,資訊科技類
12943,1,休閒與觀光旅遊類
12944,1,製造業
12945,5,
12946,1,醫療保健類
12947,1,天然資源、食品與農業類
12948,1,休閒與觀光旅遊類
12949,1,科學、技術、工程、數學類
12950,3,企業經營管理類
12951,1,醫療保健類
12952,1,
12953,5,
12954,1,物流運輸類
12955,3,個人及社會服務類
12956,1,物流運輸類
12957,1,金融財務類
12958,1,行銷與銷售類
12959,1,資訊科技類
12960,1,政府公共事務類
12961,3,行銷與銷售類
12962,3,政府公共事務類
12963,1,休閒與觀光旅遊類
12964,3,醫療保健類
12965,1,行銷與銷售類
12966,3,
12967,1,行銷與銷售類
12968,3,資訊科技類
12969,3,資訊科技類
12970,1,行銷與銷售類
12971,5,
12972,1,休閒與觀光旅遊類
12973,1,休閒與觀光旅遊類
12974,1,資訊科技類
12975,3,資訊科技類
12976,3,企業經營管理類
12977,1,金融財務類
12978,1,休閒與觀光旅遊類
12979,1,金融財務類
12980,1,金融財務類
12981,3,金融財務類
12982,1,金融財務類
12983,1,金融財務類
12984,1,金融財務類
12985,1,政府公共事務類
12986,1,金融財務類
12987,1,金融財務類
12988,3,
12989,1,
12990,3,醫療保健類
12991,5,
12992,1,醫療保健類
12993,3,金融財務類
12994,1,金融財務類
12995,1,金融財務類
12996,1,金融財務類
12997,1,金融財務類
12998,5,
12999,5,
13000,3,金融財務類
13001,3,行銷與銷售類
13002,1,金融財務類
13003,5,
13004,3,藝文與影音傳播類
13005,1,金融財務類
13006,5,
13007,3,資訊科技類
13008,1,金融財務類
13009,1,
13010,3,金融財務類
13011,5,
13012,1,金融財務類
13013,1,金融財務類
13014,1,金融財務類
13015,1,金融財務類
13016,1,建築營造業
13017,5,
13018,3,
13019,5,
13020,3,金融財務類
13021,1,金融財務類
13022,1,金融財務類
13023,3,政府公共事務類
13024,1,製造業
13025,3,金融財務類
13026,3,
13027,1,資訊科技類
13028,1,
13029,1,金融財務類
13030,3,金融財務類
13031,1,金融財務類
13032,3,
13033,1,金融財務類
13034,1,金融財務類
13035,1,金融財務類
13036,1,金融財務類
13037,1,金融財務類
13038,1,休閒與觀光旅遊類
13039,3,休閒與觀光旅遊類
13040,1,金融財務類
13041,3,金融財務類
13042,1,金融財務類
13043,5,
13044,3,金融財務類
13045,1,金融財務類
13046,1,金融財務類
13047,3,
13048,1,
13049,1,金融財務類
13050,3,金融財務類
13051,1,天然資源、食品與農業類
13052,3,金融財務類
13053,1,金融財務類
13054,1,行銷與銷售類
13055,1,金融財務類
13056,1,金融財務類
13057,1,金融財務類
13058,3,金融財務類
13059,1,金融財務類
13060,1,
13061,1,企業經營管理類
13062,1,金融財務類
13063,1,
13064,1,行銷與銷售類
13065,1,金融財務類
13066,5,
13067,5,
13068,3,資訊科技類
13069,5,
13070,1,行銷與銷售類
13071,1,金融財務類
13072,1,金融財務類
13073,1,休閒與觀光旅遊類
13074,3,休閒與觀光旅遊類
13075,3,金融財務類
13076,1,金融財務類
13077,5,
13078,3,醫療保健類
13079,5,
13080,1,
13081,3,製造業
13082,1,金融財務類
13083,1,金融財務類
13084,5,
13085,1,行銷與銷售類
13086,5,
13087,1,建築營造業
13088,5,
13089,1,金融財務類
13090,3,製造業
13091,5,
13092,1,金融財務類
13093,5,
13094,1,教育與訓練類
13095,5,
13096,1,金融財務類
13097,5,
13098,1,金融財務類
13099,5,
13100,1,金融財務類
13101,1,行銷與銷售類
13102,3,金融財務類
13103,5,
13104,1,金融財務類
13105,5,
13106,3,金融財務類
13107,1,政府公共事務類
13108,5,
13109,1,金融財務類
13110,5,
13111,1,金融財務類
13112,5,
13113,3,金融財務類
13114,1,金融財務類
13115,5,
13116,5,
13117,1,資訊科技類
13118,1,藝文與影音傳播類
13119,1,休閒與觀光旅遊類
13120,1,金融財務類
13121,1,
13122,5,
13123,1,金融財務類
13124,3,資訊科技類
13125,1,
13126,3,
13127,1,金融財務類
13128,1,
13129,1,金融財務類
13130,3,製造業
13131,3,行銷與銷售類
13132,1,資訊科技類
13133,1,
13134,3,金融財務類
13135,1,行銷與銷售類
13136,3,藝文與影音傳播類
13137,1,
13138,3,行銷與銷售類
13139,1,製造業
13140,3,金融財務類
13141,1,資訊科技類
13142,1,
13143,3,金融財務類
13144,1,金融財務類
13145,5,
13146,1,休閒與觀光旅遊類
13147,5,
13148,1,個人及社會服務類
13149,5,
13150,1,
13151,1,金融財務類
13152,3,製造業
13153,3,金融財務類
13154,1,金融財務類
13155,3,製造業
13156,1,金融財務類
13157,5,
13158,1,金融財務類
13159,1,建築營造業
13160,3,建築營造業
13161,1,個人及社會服務類
13162,3,行銷與銷售類
13163,1,行銷與銷售類
13164,5,
13165,3,金融財務類
13166,1,物流運輸類
13167,1,企業經營管理類
13168,1,行銷與銷售類
13169,1,製造業
13170,1,資訊科技類
13171,3,資訊科技類
13172,1,
13173,1,行銷與銷售類
13174,5,
13175,1,企業經營管理類
13176,3,建築營造業
13177,1,教育與訓練類
13178,5,
13179,1,
13180,3,物流運輸類
13181,1,金融財務類
13182,5,
13183,3,
13184,1,金融財務類
13185,1,金融財務類
13186,1,醫療保健類
13187,3,藝文與影音傳播類
13188,1,科學、技術、工程、數學類
13189,5,
13190,3,製造業
13191,3,金融財務類
13192,1,
13193,1,司法、法律與公共安全類
13194,1,金融財務類
13195,1,政府公共事務類
13196,1,
13197,1,資訊科技類
13198,1,金融財務類
13199,1,教育與訓練類
13200,1,行銷與銷售類
13201,3,資訊科技類
13202,1,
13203,3,行銷與銷售類
13204,1,金融財務類
13205,1,
13206,1,休閒與觀光旅遊類
13207,3,企業經營管理類
13208,1,
13209,1,企業經營管理類
13210,1,金融財務類
13211,1,金融財務類
13212,3,金融財務類
13213,1,資訊科技類
13214,1,企業經營管理類
13215,1,
13216,1,金融財務類
13217,1,行銷與銷售類
13218,1,科學、技術、工程、數學類
13219,1,物流運輸類
