,Years,Edu_Short,Dept_Short,Sex
1013,104,日四技,四技財金,女
1014,103,日四技,四技財金,男
1015,104,日四技,四技財金,男
1016,104,日四技,四技財稅,男
1017,104,日四技,四技財稅,男
1018,104,日四技,四技財稅,女
1019,104,日四技,四技財稅,女
1020,104,日四技,四技財稅,女
1021,104,日四技,四技財稅,女
1022,104,日四技,四技財稅,男
1023,104,日四技,四技財稅,男
1024,104,日四技,四技財稅,男
1025,104,日四技,四技財稅,男
1026,104,日四技,四技財稅,男
1027,104,日四技,四技財稅,男
1028,104,日四技,四技財稅,男
1029,102,日四技,四技財稅,女
1030,102,日四技,四技財稅,女
1031,105,日四技,四技財稅,女
1032,105,日四技,四技財稅,女
1033,103,日四技,四技財稅,女
1034,104,日四技,四技財稅,女
1035,103,日四技,四技財稅,女
1036,103,日四技,四技財稅,女
1037,103,日四技,四技財稅,女
1038,104,日四技,四技財稅,女
1039,104,日四技,四技財稅,女
1040,104,日四技,四技財稅,女
1041,101,日四技,四技財稅,男
1042,103,日四技,四技財稅,女
1043,104,日四技,四技財稅,男
1044,104,日四技,四技財稅,男
1045,103,日四技,四技財稅,女
1046,104,日四技,四技財稅,女
1047,104,日四技,四技財稅,女
1048,104,日四技,四技財稅,女
1049,104,日四技,四技財稅,女
1050,104,日四技,四技財稅,女
1051,103,日四技,四技財稅,女
1052,104,日四技,四技財稅,男
1053,104,日四技,四技財稅,男
1054,103,日四技,四技財稅,女
1055,104,日四技,四技財稅,女
1056,104,日四技,四技財稅,女
1057,103,日四技,四技財稅,女
1058,103,日四技,四技財稅,女
1059,104,日四技,四技財稅,女
1060,104,日四技,四技財稅,女
1061,104,日四技,四技財稅,女
1062,104,日四技,四技財稅,女
1063,104,日四技,四技財稅,女
1064,104,日四技,四技財稅,女
1065,103,日四技,四技財稅,女
1066,104,日四技,四技財稅,女
1067,104,日四技,四技財稅,女
1068,104,日四技,四技財稅,女
1069,104,日四技,四技財稅,女
1070,104,日四技,四技財稅,女
1071,104,日四技,四技財稅,女
1072,104,日四技,四技財稅,男
1073,101,日四技,四技財稅,女
1074,104,日四技,四技財稅,男
1075,106,日四技,四技財稅,男
1076,101,日四技,四技財稅,女
1077,101,日四技,四技財稅,女
1078,102,日四技,四技財稅,女
1079,102,日四技,四技財稅,女
1080,104,日四技,四技財稅,男
1081,104,日四技,四技財稅,男
1082,104,日四技,四技財稅,女
1083,104,日四技,四技財稅,女
1084,103,日四技,四技財稅,女
1085,105,日四技,四技財稅,女
1086,105,日四技,四技財稅,女
1087,104,日四技,四技財稅,男
1088,104,日四技,四技財稅,男
1089,104,日四技,四技財稅,女
1090,104,日四技,四技財稅,女
1091,104,日四技,四技財稅,女
1092,104,日四技,四技財稅,女
1093,102,日四技,四技財稅,女
1094,102,日四技,四技財稅,女
1095,104,日四技,四技財稅,男
1096,104,日四技,四技財稅,男
1097,104,日四技,四技財稅,男
1098,104,日四技,四技財稅,男
1099,104,日四技,四技財稅,女
1100,104,日四技,四技財稅,女
1101,104,日四技,四技財稅,女
1102,104,日四技,四技財稅,女
1103,104,日四技,四技財稅,女
1104,104,日四技,四技財稅,女
1105,104,日四技,四技財稅,女
1106,104,日四技,四技財稅,女
1107,103,日四技,四技財稅,女
1108,103,日四技,四技財稅,女
1109,104,日四技,四技財稅,女
1110,104,日四技,四技財稅,女
1111,104,日四技,四技財稅,女
1112,101,日四技,四技財稅,女
1113,104,日四技,四技財稅,女
1114,104,日四技,四技財稅,女
1115,104,日四技,四技財稅,女
1116,104,日四技,四技財稅,女
1117,104,日四技,四技財稅,女
1118,104,日四技,四技財稅,女
1119,105,日四技,四技財稅,女
1120,105,日四技,四技財稅,女
1121,104,日四技,四技財稅,女
1122,104,日四技,四技財稅,女
1123,104,日四技,四技財稅,女
1124,103,日四技,四技商務,女
1125,103,日四技,四技商務,女
1126,103,日四技,四技商務,女
1127,104,日四技,四技商務,男
1128,103,日四技,四技商務,女
1129,103,日四技,四技商務,女
1130,101,日四技,四技商務,女
1131,101,日四技,四技商務,女
1132,104,日四技,四技商務,女
1133,104,日四技,四技商務,女
1134,104,日四技,四技商務,女
1135,104,日四技,四技商務,女
1136,104,日四技,四技商務,女
1137,104,日四技,四技商務,女
1138,104,日四技,四技商務,女
1139,103,日四技,四技商務,女
1140,103,日四技,四技商務,女
1141,103,日四技,四技商務,女
1142,104,日四技,四技商務,女
1143,104,日四技,四技商務,女
1144,104,日四技,四技商務,女
1145,104,日四技,四技商務,女
1146,104,日四技,四技商務,女
1147,104,日四技,四技商務,女
1148,104,日四技,四技商務,女
1149,104,日四技,四技商務,男
1150,103,日四技,四技商務,女
1151,103,日四技,四技商務,女
1152,103,日四技,四技商務,女
1153,104,日四技,四技商務,女
1154,104,日四技,四技商務,女
1155,103,日四技,四技商務,女
1156,104,日四技,四技商務,女
1157,104,日四技,四技商務,女
1158,104,日四技,四技商務,女
1159,104,日四技,四技商務,女
1160,103,日四技,四技商務,男
1161,103,日四技,四技商務,男
1162,103,日四技,四技商務,男
1163,104,日四技,四技商務,女
1164,104,日四技,四技商務,女
1165,104,日四技,四技商務,女
1166,101,日四技,四技商務,男
1167,104,日四技,四技商務,女
1168,104,日四技,四技商務,女
1169,104,日四技,四技商務,女
1170,104,日四技,四技商務,女
1171,104,日四技,四技商務,男
1172,104,日四技,四技商務,男
1173,103,日四技,四技商務,女
1174,103,日四技,四技商務,女
1175,104,日四技,四技商務,女
1176,104,日四技,四技商務,女
1177,104,日四技,四技商務,女
1178,104,日四技,四技商務,女
1179,104,日四技,四技商務,女
1180,104,日四技,四技商務,男
1181,104,日四技,四技商務,男
1182,104,日四技,四技商務,男
1183,104,日四技,四技商務,女
1184,104,日四技,四技商務,女
1185,104,日四技,四技商務,女
1186,104,日四技,四技商務,男
1187,104,日四技,四技商務,女
1188,104,日四技,四技商務,女
1189,104,日四技,四技商務,男
1190,104,日四技,四技商務,男
1191,104,日四技,四技商務,男
1192,104,日四技,四技商務,女
1193,104,日四技,四技商務,女
1194,104,日四技,四技商務,女
1195,104,日四技,四技商務,女
1196,104,日四技,四技商務,女
1197,104,日四技,四技商務,女
1198,104,日四技,四技商務,女
1199,104,日四技,四技商務,女
1200,104,日四技,四技商務,女
1201,104,日四技,四技商務,女
1202,104,日四技,四技商務,女
1203,104,日四技,四技商務,女
1204,101,日四技,四技商務,女
1205,104,日四技,四技商務,女
1206,105,日四技,四技商務,女
1207,105,日四技,四技商務,女
1208,105,日四技,四技商務,女
1209,104,日四技,四技商務,女
1210,104,日四技,四技商務,女
1211,105,日四技,四技商務,女
1212,105,日四技,四技商務,女
1213,105,日四技,四技商務,女
1214,104,日四技,四技商務,男
1215,104,日四技,四技商務,男
1216,104,日四技,四技商務,男
1217,104,日四技,四技商務,女
1218,104,日四技,四技商務,女
1219,104,日四技,四技商務,女
1220,101,日四技,四技商務,女
1221,101,日四技,四技商務,女
1222,101,日四技,四技商務,女
1223,101,日四技,四技商務,女
1224,104,日四技,四技商務,男
1225,104,日四技,四技商務,男
1226,104,日四技,四技商務,女
1227,101,日四技,四技商務,女
1228,101,日四技,四技商務,女
1229,104,日四技,四技商務,女
1230,104,日四技,四技商務,女
1231,104,日四技,四技商務,女
1232,104,日四技,四技商務,女
1233,104,日四技,四技商務,男
1234,106,日四技,四技商務,女
1235,106,日四技,四技商務,女
1236,106,日四技,四技商務,女
1237,102,日四技,四技企管,女
1238,102,日四技,四技企管,女
1239,104,日四技,四技企管,女
1240,104,日四技,四技企管,女
1241,101,日四技,四技企管,男
1242,101,日四技,四技企管,男
1243,103,日四技,四技企管,男
1244,104,日四技,四技企管,女
1245,103,日四技,四技企管,女
1246,103,日四技,四技企管,女
1247,104,日四技,四技企管,男
1248,104,日四技,四技企管,男
1249,104,日四技,四技企管,男
1250,101,日四技,四技企管,女
1251,101,日四技,四技企管,女
1252,101,日四技,四技企管,女
1253,101,日四技,四技企管,女
1254,103,日四技,四技企管,女
1255,103,日四技,四技企管,女
1256,103,日四技,四技企管,女
1257,101,日四技,四技企管,女
1258,101,日四技,四技企管,女
1259,101,日四技,四技企管,女
1260,101,日四技,四技企管,女
1261,102,日四技,四技企管,男
1262,104,日四技,四技企管,女
1263,104,日四技,四技企管,女
1264,101,日四技,四技企管,女
1265,106,日四技,四技企管,男
1266,106,日四技,四技企管,男
1267,104,日四技,四技企管,女
1268,104,日四技,四技企管,女
1269,104,日四技,四技企管,女
1270,101,日四技,四技企管,女
1271,101,日四技,四技企管,女
1272,104,日四技,四技企管,女
1273,104,日四技,四技企管,女
